# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1772141488
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=stanfit/basic_model_0_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_strata,stratum_intercept.1,stratum_intercept.2,stratum_intercept.3,beta.1.1,beta.2.1,beta.3.1,beta.1.2,beta.2.2,beta.3.2,beta.1.3,beta.2.3,beta.3.3,dist_effects.1.1,dist_effects.2.1,dist_effects.3.1,incentive_dist_effects.1.1,incentive_dist_effects.2.1,incentive_dist_effects.3.1,incentive_dist_effects.1.2,incentive_dist_effects.2.2,incentive_dist_effects.3.2,incentive_dist_effects.1.3,incentive_dist_effects.2.3,incentive_dist_effects.3.3,cluster_effects.1,cluster_effects.2,cluster_effects.3,cluster_effects.4,cluster_effects.5,cluster_effects.6,cluster_effects.7,cluster_effects.8,cluster_effects.9,cluster_effects.10,cluster_effects.11,cluster_effects.12,cluster_effects.13,cluster_effects.14,cluster_effects.15,cluster_effects.16,cluster_effects.17,cluster_effects.18,cluster_effects.19,cluster_effects.20,cluster_effects.21,cluster_effects.22,cluster_effects.23,cluster_effects.24,cluster_effects.25,cluster_effects.26,cluster_effects.27,cluster_effects.28,cluster_effects.29,cluster_effects.30,cluster_effects.31,cluster_effects.32,cluster_effects.33,cluster_effects.34,cluster_effects.35,cluster_effects.36,cluster_effects.37,cluster_effects.38,cluster_effects.39,cluster_effects.40,cluster_effects.41,cluster_effects.42,cluster_effects.43,cluster_effects.44,cluster_effects.45,cluster_effects.46,cluster_effects.47,cluster_effects.48,cluster_effects.49,cluster_effects.50,cluster_effects.51,cluster_effects.52,cluster_effects.53,cluster_effects.54,cluster_effects.55,cluster_effects.56,cluster_effects.57,cluster_effects.58,cluster_effects.59,cluster_effects.60,cluster_effects.61,cluster_effects.62,cluster_effects.63,cluster_effects.64,cluster_effects.65,cluster_effects.66,cluster_effects.67,cluster_effects.68,cluster_effects.69,cluster_effects.70,cluster_effects.71,cluster_effects.72,cluster_effects.73,cluster_effects.74,cluster_effects.75,cluster_effects.76,cluster_effects.77,cluster_effects.78,cluster_effects.79,cluster_effects.80,cluster_effects.81,cluster_effects.82,cluster_effects.83,cluster_effects.84,cluster_effects.85,cluster_effects.86,cluster_effects.87,cluster_effects.88,cluster_effects.89,cluster_effects.90,cluster_effects.91,cluster_effects.92,cluster_effects.93,cluster_effects.94,cluster_effects.95,cluster_effects.96,cluster_effects.97,cluster_effects.98,cluster_effects.99,cluster_effects.100,cluster_effects.101,cluster_effects.102,cluster_effects.103,cluster_effects.104,cluster_effects.105,cluster_effects.106,cluster_effects.107,cluster_effects.108,cluster_effects.109,cluster_effects.110,cluster_effects.111,cluster_effects.112,cluster_effects.113,cluster_effects.114,cluster_effects.115,cluster_effects.116,cluster_effects.117,cluster_effects.118,cluster_effects.119,cluster_effects.120,cluster_effects.121,cluster_effects.122,cluster_effects.123,cluster_effects.124,cluster_effects.125,cluster_effects.126,cluster_effects.127,cluster_effects.128,cluster_effects.129,cluster_effects.130,cluster_effects.131,cluster_effects.132,cluster_effects.133,cluster_effects.134,cluster_effects.135,cluster_effects.136,cluster_effects.137,cluster_effects.138,cluster_effects.139,cluster_effects.140,cluster_effects.141,cluster_effects.142,cluster_effects.143,cluster_effects.144,tau_beta.1,tau_beta.2,tau_beta.3,tau_dist.1,tau_incentive_dist.1,tau_incentive_dist.2,tau_incentive_dist.3,tau_cluster_effect,Sigma_beta.1.1,Sigma_beta.2.1,Sigma_beta.3.1,Sigma_beta.1.2,Sigma_beta.2.2,Sigma_beta.3.2,Sigma_beta.1.3,Sigma_beta.2.3,Sigma_beta.3.3,Sigma_dist.1.1,Sigma_incentive_dist.1.1,Sigma_incentive_dist.2.1,Sigma_incentive_dist.3.1,Sigma_incentive_dist.1.2,Sigma_incentive_dist.2.2,Sigma_incentive_dist.3.2,Sigma_incentive_dist.1.3,Sigma_incentive_dist.2.3,Sigma_incentive_dist.3.3
-6203.29,1,0.0625,2,3,0,7628.85,-0.717965,-0.546032,-2.19217,-0.193114,1.17279,0.569182,0.931964,-1.43379,0.897033,-1.25638,1.49088,-0.486428,0.472346,-0.0569341,0.844099,-1.53937,0.849036,-2.04891,-0.426513,-0.208891,0.236089,1.78372,0.357859,-1.78891,0.331204,-1.92757,0.357533,-0.0581721,-0.206704,0.257122,-1.51451,0.00939365,1.97,-1.83787,-0.696669,-1.8112,0.52141,-1.56319,1.41754,1.34502,0.146757,-1.45076,-0.0617329,0.961379,1.19215,0.547291,-0.225686,-1.21085,-1.06688,1.43821,0.443676,1.27781,1.51474,0.361412,-0.246101,0.89007,1.71025,1.69059,1.52022,-0.125814,-1.93121,-0.629253,0.526079,-0.397627,1.02322,-1.09745,1.76103,-0.590447,-1.7512,0.0763284,0.930874,0.261523,-0.309981,0.00299314,-0.970423,0.676351,1.94811,0.848895,0.00823083,-0.702613,-0.464262,-0.424009,0.278653,-1.31144,-0.0284724,-1.52293,-0.151909,-0.27811,0.683346,-1.56949,-0.748237,-1.15886,0.428688,0.133816,0.191272,0.649175,-0.813877,-0.596453,0.838876,-0.472939,-0.40454,-1.83223,1.46753,1.08527,-1.31615,-0.165407,-0.791021,1.72738,-1.07146,1.47008,0.29988,0.88859,1.16465,-1.08797,1.41861,1.33075,-1.15875,0.225397,1.60671,0.0603822,0.66069,1.81961,1.27174,1.48838,0.85919,1.39157,1.62943,-1.95572,0.370608,-1.76706,-1.36146,-1.12679,1.26797,0.670402,0.486479,0.0436704,-1.11939,-0.11097,-0.420013,-1.95096,-1.01286,-0.742144,0.881339,1.78692,-0.62134,0.37909,0.59028,1.77594,1.07342,-1.8966,-1.56574,-1.87108,1.48789,-0.234406,-1.46236,1.21545,-1.78913,0.360925,0.795822,0.49047,1.03162,1.81491,1.28431,-1.07823,-0.297163,0.561184,-1.56707,1.53664,-0.378543,0.209383,1.59709,0.531822,1.03179,1.59805,0.268521,0.316726,1.0999,0.209383,0,0,0,1.59709,0,0,0,0.531822,1.03179,1.59805,0,0,0,0.268521,0,0,0,0.316726
-6203.29,0,14.3855,0,1,1,6288.65,-0.717965,-0.546032,-2.19217,-0.193114,1.17279,0.569182,0.931964,-1.43379,0.897033,-1.25638,1.49088,-0.486428,0.472346,-0.0569341,0.844099,-1.53937,0.849036,-2.04891,-0.426513,-0.208891,0.236089,1.78372,0.357859,-1.78891,0.331204,-1.92757,0.357533,-0.0581721,-0.206704,0.257122,-1.51451,0.00939365,1.97,-1.83787,-0.696669,-1.8112,0.52141,-1.56319,1.41754,1.34502,0.146757,-1.45076,-0.0617329,0.961379,1.19215,0.547291,-0.225686,-1.21085,-1.06688,1.43821,0.443676,1.27781,1.51474,0.361412,-0.246101,0.89007,1.71025,1.69059,1.52022,-0.125814,-1.93121,-0.629253,0.526079,-0.397627,1.02322,-1.09745,1.76103,-0.590447,-1.7512,0.0763284,0.930874,0.261523,-0.309981,0.00299314,-0.970423,0.676351,1.94811,0.848895,0.00823083,-0.702613,-0.464262,-0.424009,0.278653,-1.31144,-0.0284724,-1.52293,-0.151909,-0.27811,0.683346,-1.56949,-0.748237,-1.15886,0.428688,0.133816,0.191272,0.649175,-0.813877,-0.596453,0.838876,-0.472939,-0.40454,-1.83223,1.46753,1.08527,-1.31615,-0.165407,-0.791021,1.72738,-1.07146,1.47008,0.29988,0.88859,1.16465,-1.08797,1.41861,1.33075,-1.15875,0.225397,1.60671,0.0603822,0.66069,1.81961,1.27174,1.48838,0.85919,1.39157,1.62943,-1.95572,0.370608,-1.76706,-1.36146,-1.12679,1.26797,0.670402,0.486479,0.0436704,-1.11939,-0.11097,-0.420013,-1.95096,-1.01286,-0.742144,0.881339,1.78692,-0.62134,0.37909,0.59028,1.77594,1.07342,-1.8966,-1.56574,-1.87108,1.48789,-0.234406,-1.46236,1.21545,-1.78913,0.360925,0.795822,0.49047,1.03162,1.81491,1.28431,-1.07823,-0.297163,0.561184,-1.56707,1.53664,-0.378543,0.209383,1.59709,0.531822,1.03179,1.59805,0.268521,0.316726,1.0999,0.209383,0,0,0,1.59709,0,0,0,0.531822,1.03179,1.59805,0,0,0,0.268521,0,0,0,0.316726
-6203.29,0,2.43117,0,1,1,6294.07,-0.717965,-0.546032,-2.19217,-0.193114,1.17279,0.569182,0.931964,-1.43379,0.897033,-1.25638,1.49088,-0.486428,0.472346,-0.0569341,0.844099,-1.53937,0.849036,-2.04891,-0.426513,-0.208891,0.236089,1.78372,0.357859,-1.78891,0.331204,-1.92757,0.357533,-0.0581721,-0.206704,0.257122,-1.51451,0.00939365,1.97,-1.83787,-0.696669,-1.8112,0.52141,-1.56319,1.41754,1.34502,0.146757,-1.45076,-0.0617329,0.961379,1.19215,0.547291,-0.225686,-1.21085,-1.06688,1.43821,0.443676,1.27781,1.51474,0.361412,-0.246101,0.89007,1.71025,1.69059,1.52022,-0.125814,-1.93121,-0.629253,0.526079,-0.397627,1.02322,-1.09745,1.76103,-0.590447,-1.7512,0.0763284,0.930874,0.261523,-0.309981,0.00299314,-0.970423,0.676351,1.94811,0.848895,0.00823083,-0.702613,-0.464262,-0.424009,0.278653,-1.31144,-0.0284724,-1.52293,-0.151909,-0.27811,0.683346,-1.56949,-0.748237,-1.15886,0.428688,0.133816,0.191272,0.649175,-0.813877,-0.596453,0.838876,-0.472939,-0.40454,-1.83223,1.46753,1.08527,-1.31615,-0.165407,-0.791021,1.72738,-1.07146,1.47008,0.29988,0.88859,1.16465,-1.08797,1.41861,1.33075,-1.15875,0.225397,1.60671,0.0603822,0.66069,1.81961,1.27174,1.48838,0.85919,1.39157,1.62943,-1.95572,0.370608,-1.76706,-1.36146,-1.12679,1.26797,0.670402,0.486479,0.0436704,-1.11939,-0.11097,-0.420013,-1.95096,-1.01286,-0.742144,0.881339,1.78692,-0.62134,0.37909,0.59028,1.77594,1.07342,-1.8966,-1.56574,-1.87108,1.48789,-0.234406,-1.46236,1.21545,-1.78913,0.360925,0.795822,0.49047,1.03162,1.81491,1.28431,-1.07823,-0.297163,0.561184,-1.56707,1.53664,-0.378543,0.209383,1.59709,0.531822,1.03179,1.59805,0.268521,0.316726,1.0999,0.209383,0,0,0,1.59709,0,0,0,0.531822,1.03179,1.59805,0,0,0,0.268521,0,0,0,0.316726
-6203.29,0,0.239791,0,1,1,6287.51,-0.717965,-0.546032,-2.19217,-0.193114,1.17279,0.569182,0.931964,-1.43379,0.897033,-1.25638,1.49088,-0.486428,0.472346,-0.0569341,0.844099,-1.53937,0.849036,-2.04891,-0.426513,-0.208891,0.236089,1.78372,0.357859,-1.78891,0.331204,-1.92757,0.357533,-0.0581721,-0.206704,0.257122,-1.51451,0.00939365,1.97,-1.83787,-0.696669,-1.8112,0.52141,-1.56319,1.41754,1.34502,0.146757,-1.45076,-0.0617329,0.961379,1.19215,0.547291,-0.225686,-1.21085,-1.06688,1.43821,0.443676,1.27781,1.51474,0.361412,-0.246101,0.89007,1.71025,1.69059,1.52022,-0.125814,-1.93121,-0.629253,0.526079,-0.397627,1.02322,-1.09745,1.76103,-0.590447,-1.7512,0.0763284,0.930874,0.261523,-0.309981,0.00299314,-0.970423,0.676351,1.94811,0.848895,0.00823083,-0.702613,-0.464262,-0.424009,0.278653,-1.31144,-0.0284724,-1.52293,-0.151909,-0.27811,0.683346,-1.56949,-0.748237,-1.15886,0.428688,0.133816,0.191272,0.649175,-0.813877,-0.596453,0.838876,-0.472939,-0.40454,-1.83223,1.46753,1.08527,-1.31615,-0.165407,-0.791021,1.72738,-1.07146,1.47008,0.29988,0.88859,1.16465,-1.08797,1.41861,1.33075,-1.15875,0.225397,1.60671,0.0603822,0.66069,1.81961,1.27174,1.48838,0.85919,1.39157,1.62943,-1.95572,0.370608,-1.76706,-1.36146,-1.12679,1.26797,0.670402,0.486479,0.0436704,-1.11939,-0.11097,-0.420013,-1.95096,-1.01286,-0.742144,0.881339,1.78692,-0.62134,0.37909,0.59028,1.77594,1.07342,-1.8966,-1.56574,-1.87108,1.48789,-0.234406,-1.46236,1.21545,-1.78913,0.360925,0.795822,0.49047,1.03162,1.81491,1.28431,-1.07823,-0.297163,0.561184,-1.56707,1.53664,-0.378543,0.209383,1.59709,0.531822,1.03179,1.59805,0.268521,0.316726,1.0999,0.209383,0,0,0,1.59709,0,0,0,0.531822,1.03179,1.59805,0,0,0,0.268521,0,0,0,0.316726
-5590.03,1,0.0186273,3,7,0,6271.36,-0.892266,-0.917621,-1.44666,-0.386357,1.00769,0.753343,0.916717,-1.25499,0.94325,-1.20452,1.2765,0.0781981,0.402311,-0.301732,0.954261,-1.54557,0.809873,-2.01676,-0.512162,-0.153144,0.219716,1.77966,0.270438,-1.63829,0.338592,-1.85196,0.32724,-0.0171359,-0.182383,0.123952,-1.57908,0.00781387,2.01082,-1.83186,-0.640816,-1.75824,0.51979,-1.60959,1.3799,1.37156,0.22344,-1.52678,-0.0843779,0.880299,1.14689,0.496103,-0.294954,-1.13054,-1.06651,1.44863,0.357097,1.13159,1.50684,0.280021,-0.274633,0.985168,1.6509,1.62653,1.44698,-0.312856,-1.95316,-0.576325,0.456401,-0.379485,1.06872,-1.13683,1.75709,-0.553248,-1.69899,0.0512485,0.940218,0.388074,-0.209825,-0.0353966,-0.964485,0.749315,1.98173,0.816071,0.0390997,-0.700609,-0.522895,-0.390517,0.18807,-1.19574,-0.053763,-1.40982,-0.126621,-0.284748,0.785082,-1.59042,-0.663386,-1.18116,0.431801,0.142481,0.294715,0.777108,-0.826153,-0.525913,0.893525,-0.505204,-0.494399,-1.82623,1.43736,1.01415,-1.35797,-0.130166,-0.76014,1.72005,-0.964832,1.43511,0.381608,0.930266,1.19816,-1.06223,1.45429,1.35693,-1.1137,0.252165,1.68514,0.00257198,0.713743,1.7924,1.23606,1.4501,0.882203,1.342,1.62521,-1.9567,0.4451,-1.65481,-1.30137,-1.0565,1.34901,0.737426,0.392099,0.0741078,-1.16594,0.0342532,-0.485543,-1.84004,-1.10872,-0.762044,0.944589,1.78598,-0.594898,0.394001,0.549008,1.90006,1.00546,-1.93536,-1.55069,-1.86673,1.66047,-0.302767,-1.4021,1.25565,-1.71518,0.327632,0.809582,0.512205,1.01177,1.80072,1.27293,-1.0191,-0.24711,0.624962,-1.58914,1.52481,-0.330818,0.211248,1.43006,0.512034,0.981206,1.72039,0.267247,0.327153,1.07874,0.211248,0,0,0,1.43006,0,0,0,0.512034,0.981206,1.72039,0,0,0,0.267247,0,0,0,0.327153
-5224.88,1,0.0257257,4,15,0,5688.59,-1.49697,-1.26368,-1.31372,-0.425982,0.565893,0.55872,0.841546,-0.928235,0.691584,-1.00301,0.922988,0.831787,0.42601,-0.501144,0.353307,-1.59541,0.700816,-1.9299,-0.537032,0.178587,-0.31197,1.8105,0.153064,-1.26078,0.444112,-1.73717,0.34644,-0.0611091,-0.0828297,-0.081474,-1.52304,0.0299217,1.88528,-1.88044,-0.420914,-1.79397,0.369575,-1.50833,1.22991,1.29645,0.378219,-1.60156,0.0256793,0.894777,0.869836,0.463744,-0.115146,-1.11536,-0.864713,1.2974,0.292249,0.913195,1.40908,0.305366,-0.277822,0.917225,1.49955,1.35483,1.2807,-0.108267,-1.96949,-0.434705,0.340025,-0.548237,1.1271,-1.08512,1.57759,-0.455823,-1.59659,0.0121938,0.998494,0.0388935,-0.166432,-0.0462106,-1.07322,0.92873,1.84948,0.633025,-0.00998405,-0.643237,-0.43874,-0.429795,0.176989,-1.1604,-0.16647,-1.35754,-0.129005,-0.165747,0.788892,-1.55396,-0.636088,-1.3071,0.525793,0.213668,0.30698,0.807529,-0.734847,-0.332587,1.02824,-0.534376,-0.362028,-1.70043,1.41282,0.911355,-1.50411,-0.0183573,-0.753753,1.6656,-0.94762,1.7747,0.165515,0.739071,1.44421,-1.07697,1.5404,1.21906,-1.14441,0.0659687,1.45958,-0.0962402,0.88881,1.49741,0.9958,1.33085,1.039,1.48687,1.59318,-1.95229,0.628657,-1.57524,-1.24917,-0.834131,1.2858,0.680505,0.302302,0.0888752,-1.24294,0.00740234,-0.306827,-1.67944,-1.211,-0.684921,0.823362,1.69392,-0.647345,0.528254,0.489527,1.88116,0.911154,-1.90062,-1.43744,-1.6302,1.97556,-0.29382,-1.3252,0.924901,-1.72004,0.275263,0.625209,0.694428,1.26879,1.76112,1.11613,-1.0179,-0.271159,0.687231,-1.59038,1.42809,-0.233407,0.205155,1.38499,0.527417,0.820385,1.50735,0.279555,0.345103,1.20303,0.205155,0,0,0,1.38499,0,0,0,0.527417,0.820385,1.50735,0,0,0,0.279555,0,0,0,0.345103
-4341.22,1,0.0404064,4,15,0,5307.68,-1.2454,-0.629891,-1.49541,-0.284806,-0.00619059,0.555352,-0.0066808,0.424781,1.59373,-0.796239,0.347994,0.976332,-0.353459,-0.845322,0.120275,-0.590067,1.57215,-0.373169,-0.369667,-0.371448,-1.16698,-0.284366,0.349934,-0.397678,0.665059,-0.103224,-0.267681,0.614644,0.38481,-0.874176,-0.643676,-0.477035,-0.392212,-0.0603163,1.04758,-0.142936,-0.165571,-1.38768,0.210027,0.89564,1.25988,-0.179577,0.855223,-0.650145,1.25186,0.0676544,-0.864417,-0.843359,-1.04917,-0.222155,-0.89678,-0.819946,0.721843,0.409329,0.0392783,-0.460909,-0.375178,-0.208398,0.676314,-0.399679,-0.713135,-0.073651,0.251568,0.156831,-0.601498,0.398737,0.384269,-0.317982,-0.278866,0.183668,-0.0239165,-0.993608,0.494174,0.188228,-0.521809,0.955799,0.247595,0.159798,-0.462625,-0.568841,0.60457,-0.669658,-0.680563,-0.272123,0.194192,1.18566,0.790571,0.0107601,-0.462254,-0.202175,0.829872,0.0832411,0.342512,0.0976051,0.696515,0.992104,0.449644,-0.0135528,-0.546625,0.414575,-0.749732,-1.32252,1.06543,-1.90327,0.0322165,-0.109124,-0.0288074,0.405479,0.149759,1.57294,0.711106,-0.355091,0.725727,-0.690175,-0.24711,-0.859801,-0.422633,-0.852378,-0.500745,0.440039,0.105722,-0.144505,-0.0354262,-0.479353,0.992476,1.06051,0.314703,-0.746314,1.8811,-0.213415,-0.155449,-0.537525,-0.796918,0.197712,-0.548312,-0.809882,0.326713,1.16304,-0.0082565,0.651088,-0.571774,-0.0777336,0.460054,0.570445,-0.771831,0.0944237,0.214792,0.406515,1.16954,-0.448123,-0.962297,0.276541,1.70869,0.126501,-0.946768,-1.67535,0.491598,-0.786144,-0.93473,0.694455,1.68477,0.562481,0.387471,-0.519546,0.316945,0.891432,0.846703,-0.0430508,2.84616,0.318553,1.27257,0.852791,0.937711,1.42279,0.38165,0.903456,0.690062,0.318553,0,0,0,1.27257,0,0,0,0.852791,0.937711,1.42279,0,0,0,0.38165,0,0,0,0.903456
-4327.58,0.143099,0.0687243,2,7,1,4419.53,-1.09681,-0.554625,-1.45082,-0.267262,-0.0481388,0.704788,0.0513041,0.310566,1.58302,-0.865873,0.393079,0.949129,-0.353897,-1.0054,0.0480412,-0.608532,1.48074,-0.449601,-0.444449,-0.409592,-0.996331,-0.213805,0.351612,-0.437842,0.56929,0.00866118,-0.344738,0.581645,0.507507,-0.737583,-0.722706,-0.42261,-0.364482,-0.112578,1.02681,-0.185206,-0.229084,-1.36563,0.155544,0.973889,1.21065,-0.191241,0.81682,-0.621925,1.29111,0.0659522,-0.979138,-0.838882,-1.03579,-0.21103,-0.850185,-0.741014,0.697985,0.387558,0.1618,-0.46694,-0.377043,-0.125796,0.665068,-0.402407,-0.679774,-0.093509,0.293768,0.2316,-0.663755,0.324263,0.397175,-0.380399,-0.403695,0.206234,0.00385287,-0.948794,0.556936,0.338338,-0.616142,0.955933,0.195731,0.107122,-0.335204,-0.605312,0.712873,-0.716955,-0.648182,-0.286798,0.199176,1.08686,0.837694,0.0649224,-0.468361,-0.22547,0.877166,0.0374553,0.32508,0.0907061,0.568187,0.987934,0.426494,0.0910998,-0.589251,0.434516,-0.763248,-1.26204,1.0078,-1.89016,0.0729479,-0.0100339,0.065754,0.325413,0.204186,1.55493,0.709934,-0.390591,0.687191,-0.630452,-0.152657,-0.861179,-0.341077,-0.913485,-0.58051,0.430974,0.0637651,-0.152317,-0.0450787,-0.436803,0.936977,1.00821,0.281833,-0.685091,1.87274,-0.233541,-0.182276,-0.624008,-0.890632,0.21229,-0.549349,-0.708459,0.334898,1.19575,0.0939087,0.68509,-0.436244,-0.0952845,0.43288,0.450668,-0.744732,0.180544,0.222201,0.39006,1.11299,-0.300658,-0.951034,0.271665,1.50024,0.189806,-1.04225,-1.71845,0.522629,-0.804404,-0.98597,0.754531,1.57153,0.615926,0.273487,-0.498836,0.318956,0.886466,0.885031,0.0432921,2.88746,0.333081,1.2108,0.951103,0.939933,1.6043,0.425647,0.909595,0.697773,0.333081,0,0,0,1.2108,0,0,0,0.951103,0.939933,1.6043,0,0,0,0.425647,0,0,0,0.909595
-4282.59,0.996573,0.00831104,7,127,0,4425.4,-1.72326,-0.821212,-1.02858,-0.743538,0.334551,0.399981,0.640819,-0.521857,0.687823,-0.53079,0.394399,0.669036,0.318986,-0.527935,-0.0673978,-0.743671,0.419631,-0.880273,-0.865478,0.418207,-0.137741,0.822953,0.60158,-0.462121,0.0757943,-0.0292685,0.151351,0.532183,0.212021,-0.85638,-0.2127,0.193726,0.0086189,0.493131,0.930729,-0.0499023,-0.645909,-1.31645,0.309653,0.939471,1.38016,0.152043,0.631678,0.208708,1.15481,0.681046,-0.832092,-0.224369,-1.03128,0.22609,-1.20416,0.287112,0.760405,0.576354,0.423615,0.442865,-0.506236,0.264192,0.481322,-0.890523,-0.335619,0.117916,0.670578,-0.192439,-0.109154,0.360664,0.607092,0.0185956,-0.499272,-0.104936,0.415069,-0.484788,0.10421,0.160629,0.0793024,0.601301,0.611832,-0.108236,-0.898423,-0.325544,0.678385,-0.288718,-0.251882,-0.155881,0.273307,0.843178,0.794129,0.281764,-0.642146,-0.00217548,0.207704,-0.259385,-0.0528725,0.283422,0.0434148,0.662227,0.831815,0.190964,-0.788901,-0.351967,-1.07204,-0.490806,0.825013,-2.44298,0.833085,0.557505,0.153784,0.443485,-0.138189,1.32848,0.864494,-0.474477,0.38303,-0.581574,0.183756,-0.974962,0.0736979,-0.711986,-0.58671,0.357462,-0.343905,-0.242372,-0.56703,0.185196,1.29039,0.768545,-0.379469,-0.921417,1.33132,0.499159,-0.0472015,-0.795797,0.636473,-0.178152,-0.24723,-1.25803,0.0266015,0.907409,0.0704363,0.303871,-0.313772,-0.757064,0.639383,0.582771,-0.817112,0.937923,-0.109034,0.777362,1.4881,-0.60936,-0.443514,0.582703,0.585264,-0.0231335,0.373342,-1.31547,1.13865,-0.306284,0.0964214,0.770216,1.37987,1.06096,-0.00713591,0.246545,0.0437079,0.55133,0.669947,-0.436867,2.24252,0.418247,0.960976,0.984837,0.698288,2.06829,0.965362,1.5327,0.676365,0.418247,0,0,0,0.960976,0,0,0,0.984837,0.698288,2.06829,0,0,0,0.965362,0,0,0,1.5327
-4245.86,0.999887,0.01494,6,63,0,4353.51,-1.99163,-0.733918,-1.08568,-0.805337,0.190284,0.240691,0.602398,-0.417478,0.678355,-0.435738,0.322643,0.822521,0.327907,-0.643606,-0.00495805,-0.673363,0.702941,-0.73223,-0.747024,0.262076,-0.271126,0.672562,0.452628,-0.373291,0.105672,0.0263064,0.207063,0.52301,0.156684,-0.768211,-0.252115,0.226539,-0.104454,0.281171,1.17218,-0.152784,-0.777271,-1.42036,0.372304,0.957465,1.43449,0.349309,0.665415,0.420452,1.2657,0.40742,-0.467098,-0.136748,-1.09315,0.02935,-1.40852,0.355892,0.836634,0.398761,0.192411,0.297576,-0.280874,0.376525,0.45262,-0.849914,-0.188844,0.12447,0.64838,-0.292142,0.14247,0.390619,0.835494,-0.0644597,-0.362174,-0.0796426,0.33391,-0.634434,0.142625,0.334661,-0.121923,0.631805,0.478628,0.0823415,-1.00405,-0.405168,0.602463,-0.255324,-0.245905,-0.408084,0.390026,0.920615,0.633715,0.169697,-0.578142,-0.125151,0.327624,-0.288831,-0.0233021,0.176211,0.0972151,0.519717,0.552739,0.151666,-0.784215,-0.404472,-0.999312,-0.48,0.883621,-2.37685,0.871091,0.482458,0.267093,0.428501,-0.0281979,1.31223,0.975533,-0.468999,0.267882,-0.564484,0.348623,-1.1124,-0.0819715,-0.787485,-0.552931,0.271154,-0.209933,-0.159004,-0.530904,0.111482,1.15299,0.57193,-0.299948,-0.907314,1.35944,0.238898,0.0531703,-0.709675,0.368298,0.133818,-0.334239,-1.05858,0.0749734,0.878725,0.0117192,0.245615,-0.491781,-0.725963,0.428782,0.744991,-0.730472,0.787539,0.0621873,0.730186,1.42417,-0.621433,-0.555056,0.589308,0.558821,-0.188345,0.338787,-1.18335,0.93956,-0.159505,-0.035577,0.597504,1.43029,0.678428,-0.103842,0.266889,0.284833,0.419643,0.744578,-0.536607,2.14899,0.453093,0.977632,1.02232,0.739715,1.6597,0.991249,1.37248,0.681503,0.453093,0,0,0,0.977632,0,0,0,1.02232,0.739715,1.6597,0,0,0,0.991249,0,0,0,1.37248
